order_id,customer_id,customer_loyalty_tier,customer_acquisition_channel,customer_signup_date,restaurant_id,restaurant_cuisine,restaurant_city,restaurant_rating,restaurant_avg_prep_time,menu_item_id,menu_item_name,menu_item_category,item_price,quantity,order_timestamp,delivery_timestamp,delivery_duration_actual,delivery_duration_estimated,delivery_fee,tip,total_amount,discount_code,discount_type,discount_value,order_status,weather_temperature,weather_precipitation,is_weekend,is_holiday,event_flag
4258,4010,Bronze,social_media,2024-06-14,111,Mediterranean,San Diego,3.9,31,584,Analysis Dessert,Dessert,29.54,1,2024-02-20 19:13:15,2024-02-20 20:06:15,53.0,57,2.6,0.12,32.26,,,0.0,completed,6.5,0.0,False,False,Valentines
5558,5324,Silver,referral,2023-06-12,180,Fast Food,New York,3.6,26,988,Beat Burger,Burger,10.62,1,2024-02-20 20:53:59,2024-02-20 21:51:59,58.0,39,2.29,2.2,12.82,PROMO-HSFX,free_delivery,2.29,completed,11.1,9.3,False,False,Valentines
1708,8278,Bronze,social_media,2023-09-01,72,Chinese,San Diego,4.6,26,370,Two Appetizer,Appetizer,25.5,3,2024-02-20 21:02:17,2024-02-20 21:52:17,50.0,40,5.35,14.46,96.31,,,0.0,completed,5.0,0.0,False,False,Valentines
4592,5444,Bronze,paid_ads,2024-10-26,178,Fast Food,New York,3.0,27,975,Development Beverage,Beverage,23.46,1,2024-02-20 21:05:45,2024-02-20 22:05:45,60.0,50,3.45,0.24,27.15,,,0.0,completed,3.4,3.6,False,False,Valentines
4764,6308,Silver,organic,2023-10-31,13,Fast Food,Phoenix,4.3,18,72,Production Burger,Burger,24.46,1,2024-02-20 21:05:56,2024-02-20 21:55:56,50.0,38,2.95,5.49,32.9,,,0.0,completed,4.2,0.0,False,False,Valentines
5960,3129,Bronze,email,2024-12-17,158,Chinese,San Diego,4.2,22,860,Training Beverage,Beverage,26.7,1,2024-02-20 22:18:32,2024-02-20 23:02:32,44.0,44,2.5,5.72,34.92,,,0.0,completed,10.5,0.0,False,False,Valentines
10013,4302,Gold,organic,2023-04-14,68,Italian,San Diego,4.4,22,353,Interesting Pasta,Pasta,20.46,1,2024-02-20 22:19:13,2024-02-20 23:07:13,48.0,46,5.84,1.41,27.71,,,0.0,completed,10.3,0.0,False,False,Valentines
2180,6028,Bronze,social_media,2024-03-03,188,American,San Antonio,3.4,11,1035,Woman Sushi,Sushi,34.45,1,2024-02-20 23:18:47,2024-02-20 23:59:47,41.0,34,6.51,0.69,41.65,,,0.0,completed,10.9,0.0,False,False,Valentines
4729,5410,Silver,social_media,2024-09-09,151,Fast Food,Houston,4.0,26,810,Either Appetizer,Appetizer,19.88,3,2024-02-20 23:21:44,2024-02-21 00:04:44,43.0,43,7.14,6.01,72.79,,,0.0,completed,5.3,0.0,False,False,Valentines
8434,947,Bronze,paid_ads,2024-12-28,138,Italian,Chicago,4.4,17,741,Research Main Course,Main Course,18.49,1,2024-02-21 05:37:08,2024-02-21 06:21:08,44.0,44,5.56,4.04,28.09,,,0.0,completed,2.9,0.0,False,False,Valentines
2112,3209,Bronze,referral,2023-04-16,119,Mediterranean,San Antonio,3.3,34,638,Turn Pasta,Pasta,29.29,1,2024-02-21 06:12:43,2024-02-21 07:05:43,53.0,50,4.12,3.53,36.94,,,0.0,completed,4.6,0.0,False,False,Valentines
2742,3441,Bronze,email,2023-06-19,29,Mediterranean,New York,4.8,30,153,Evidence Burger,Burger,25.82,1,2024-02-21 10:29:24,2024-02-21 11:26:24,57.0,44,4.81,1.82,32.45,,,0.0,completed,11.4,0.0,False,False,Valentines
4914,1546,Bronze,organic,2024-05-07,75,Mexican,New York,4.0,22,386,Some Main Course,Main Course,29.77,1,2024-02-21 10:30:40,2024-02-21 11:42:40,72.0,50,5.81,1.72,31.49,PROMO-EBMB,free_delivery,5.81,completed,1.0,0.9,False,False,Valentines
8158,3508,Bronze,referral,2023-05-28,128,Italian,San Antonio,4.2,31,691,Business Dessert,Dessert,15.8,1,2024-02-21 10:33:26,2024-02-21 11:33:26,60.0,55,6.27,1.4,23.47,,,0.0,completed,10.0,0.0,False,False,Valentines
6233,30,Silver,social_media,2024-02-29,27,Japanese,Phoenix,4.9,34,139,Yes Beverage,Beverage,31.82,1,2024-02-21 13:13:14,2024-02-21 14:10:14,57.0,62,5.86,7.91,45.59,,,0.0,completed,0.7,0.0,False,False,Valentines
6571,9664,Bronze,organic,2023-02-26,40,Fast Food,San Diego,3.4,23,206,Finally Pizza,Pizza,15.03,1,2024-02-21 13:23:39,2024-02-21 14:12:39,49.0,37,7.76,3.3,26.09,,,0.0,completed,2.2,0.0,False,False,Valentines
8497,1410,Bronze,referral,2023-07-31,18,Mediterranean,Phoenix,4.5,23,96,His Burger,Burger,30.16,3,2024-02-21 15:37:13,2024-02-21 16:22:13,45.0,34,6.49,12.37,109.34,,,0.0,completed,5.7,17.3,False,False,Valentines
2825,3680,Bronze,email,2024-09-25,134,Mexican,Chicago,3.2,20,726,Movement Main Course,Main Course,9.56,1,2024-02-21 17:57:51,2024-02-21 18:45:51,48.0,35,6.49,1.93,17.98,,,0.0,completed,6.3,0.4,False,False,Valentines
8129,8721,Bronze,email,2024-07-27,62,American,Philadelphia,5.0,14,318,Economy Main Course,Main Course,10.56,1,2024-02-21 21:11:12,2024-02-21 21:35:12,24.0,27,6.91,0.83,18.3,,,0.0,completed,3.2,0.0,False,False,Valentines
10367,5148,Bronze,social_media,2024-11-24,95,Japanese,Los Angeles,3.3,12,512,Across Pasta,Pasta,32.37,1,2024-02-21 22:35:16,2024-02-21 23:18:16,43.0,29,4.75,4.98,42.1,,,0.0,completed,6.5,0.6,False,False,Valentines
3265,126,Bronze,paid_ads,2023-07-30,4,American,New York,4.8,29,19,All Appetizer,Appetizer,5.44,1,2024-02-22 00:20:55,2024-02-22 01:20:55,60.0,46,3.57,1.19,10.2,,,0.0,completed,-0.1,4.3,False,False,Valentines
9855,4909,Gold,social_media,2024-02-24,78,Indian,Philadelphia,4.3,15,407,Feeling Beverage,Beverage,23.63,4,2024-02-22 03:49:02,2024-02-22 04:25:02,36.0,32,6.89,8.69,110.1,,,0.0,completed,6.2,0.0,False,False,Valentines
5113,6643,Bronze,social_media,2024-04-18,177,Fast Food,Houston,4.7,10,969,Main Burger,Burger,31.92,1,2024-02-22 08:49:39,,,25,4.78,6.39,43.09,,,0.0,cancelled,3.8,0.0,False,False,Valentines
2876,3259,Bronze,paid_ads,2023-09-24,159,Italian,New York,4.9,23,863,Event Appetizer,Appetizer,25.29,1,2024-02-22 09:11:01,,,40,5.63,3.88,34.8,,,0.0,cancelled,4.0,0.0,False,False,Valentines
7560,8846,Bronze,organic,2024-07-06,19,Mediterranean,San Diego,4.3,29,101,Religious Pasta,Pasta,28.03,2,2024-02-22 09:59:52,2024-02-22 11:04:52,65.0,56,4.57,8.62,69.25,,,0.0,completed,4.8,0.0,False,False,Valentines
10717,8142,Silver,organic,2024-07-23,112,American,San Antonio,3.2,30,593,Help Burger,Burger,23.1,1,2024-02-22 10:44:50,2024-02-22 11:32:50,48.0,52,4.37,0.24,27.71,,,0.0,completed,6.7,0.0,False,False,Valentines
1774,8933,Bronze,paid_ads,2023-03-02,129,Indian,San Diego,3.8,31,695,Customer Main Course,Main Course,33.27,1,2024-02-22 13:11:52,2024-02-22 13:56:52,45.0,49,6.02,7.48,46.77,,,0.0,completed,10.3,0.0,False,False,Valentines
9386,2262,Bronze,referral,2023-02-01,4,American,New York,4.8,29,18,Almost Burger,Burger,32.09,1,2024-02-22 15:10:58,2024-02-22 16:09:58,59.0,48,5.98,6.23,44.3,,,0.0,completed,5.6,0.0,False,False,Valentines
10188,7954,Gold,referral,2024-06-05,25,Indian,Los Angeles,3.5,12,129,Drop Dessert,Dessert,14.04,2,2024-02-22 15:52:40,2024-02-22 16:33:40,41.0,30,3.84,0.26,32.18,,,0.0,completed,8.6,0.0,False,False,Valentines
10778,8483,Bronze,social_media,2024-11-25,181,Mexican,San Diego,3.2,20,992,Notice Burger,Burger,32.04,3,2024-02-22 16:40:56,2024-02-22 17:18:56,38.0,37,3.12,14.68,113.92,,,0.0,completed,1.7,0.0,False,False,Valentines
5597,1694,Bronze,paid_ads,2023-08-01,71,Chinese,Philadelphia,4.6,29,366,Cover Appetizer,Appetizer,12.58,1,2024-02-22 19:02:14,2024-02-22 19:52:14,50.0,39,2.78,2.35,17.71,,,0.0,completed,5.6,6.5,False,False,Valentines
5974,5888,Silver,email,2024-08-01,87,Japanese,New York,3.9,22,462,Necessary Beverage,Beverage,11.31,1,2024-02-22 19:17:45,2024-02-22 20:18:45,61.0,41,2.67,2.25,16.23,,,0.0,completed,10.0,5.9,False,False,Valentines
6742,4645,Bronze,paid_ads,2024-04-09,170,Japanese,San Antonio,3.1,27,935,Water Pizza,Pizza,17.86,1,2024-02-22 21:19:08,,,49,6.9,0.4,15.16,PROMO-AEJF,fixed_amount,10.0,cancelled,6.3,0.0,False,False,Valentines
1023,9512,Bronze,paid_ads,2024-08-18,65,American,Chicago,4.8,28,332,Still Appetizer,Appetizer,5.54,1,2024-02-22 22:34:22,2024-02-22 23:22:22,48.0,51,3.71,0.89,10.14,,,0.0,completed,3.8,0.0,False,False,Valentines
5620,2822,Silver,organic,2024-11-12,127,Chinese,Chicago,4.1,30,685,Shoulder Sushi,Sushi,23.71,1,2024-02-22 23:03:11,2024-02-23 00:12:11,69.0,57,6.06,1.38,31.15,,,0.0,completed,6.3,0.0,False,False,Valentines
3956,3663,Silver,paid_ads,2023-08-08,166,Italian,San Antonio,3.8,34,911,Safe Pasta,Pasta,32.19,1,2024-02-23 00:49:12,,,45,3.71,3.63,39.53,,,0.0,cancelled,4.0,0.0,False,False,Valentines
9357,5195,Silver,organic,2023-06-24,4,American,New York,4.8,29,20,Better Beverage,Beverage,23.24,1,2024-02-23 01:00:43,2024-02-23 01:52:43,52.0,42,5.99,3.06,32.29,,,0.0,completed,10.4,8.3,False,False,Valentines
8586,1396,Bronze,social_media,2023-01-12,101,American,New York,3.1,10,546,Throughout Sushi,Sushi,6.55,2,2024-02-23 01:44:45,2024-02-23 02:27:45,43.0,30,7.89,0.09,21.08,,,0.0,completed,6.3,0.0,False,False,Valentines
6643,2968,Bronze,social_media,2024-03-21,108,Indian,Los Angeles,3.6,24,572,Rock Dessert,Dessert,25.01,1,2024-02-23 02:55:16,2024-02-23 03:43:16,48.0,52,2.39,1.87,26.88,PROMO-TXJX,free_delivery,2.39,completed,3.6,0.0,False,False,Valentines
1553,3962,Silver,email,2024-06-01,87,Japanese,New York,3.9,22,462,Necessary Beverage,Beverage,11.31,1,2024-02-23 03:04:38,2024-02-23 03:39:38,35.0,40,5.91,2.25,19.47,,,0.0,completed,6.7,0.0,False,False,Valentines
4484,2615,Silver,referral,2024-02-22,166,Italian,San Antonio,3.8,34,909,Pattern Pizza,Pizza,19.63,1,2024-02-23 04:44:30,2024-02-23 06:03:30,79.0,62,3.69,4.13,23.76,PROMO-PCXR,free_delivery,3.69,completed,11.4,3.8,False,False,Valentines
1284,6871,Bronze,paid_ads,2024-07-28,114,Japanese,San Antonio,4.9,14,605,Pressure Dessert,Dessert,10.87,1,2024-02-23 05:28:00,2024-02-23 06:02:00,34.0,32,2.49,0.9,12.09,PROMO-ZRDP,percentage,2.17,completed,5.4,0.0,False,False,Valentines
6895,1545,Bronze,social_media,2024-08-16,64,Italian,New York,4.0,15,323,Notice Sushi,Sushi,23.83,1,2024-02-23 09:20:04,2024-02-23 10:02:04,42.0,40,2.46,2.63,28.92,,,0.0,completed,6.3,0.0,False,False,Valentines
2384,5226,Bronze,referral,2024-10-17,17,Indian,Houston,3.7,16,89,Trial Main Course,Main Course,31.9,2,2024-02-23 09:55:32,2024-02-23 10:36:32,41.0,39,4.22,13.26,81.28,,,0.0,completed,3.4,0.0,False,False,Valentines
3795,9973,Bronze,social_media,2024-06-11,32,Italian,Houston,4.0,32,173,Anyone Beverage,Beverage,10.59,1,2024-02-23 14:06:30,2024-02-23 14:53:30,47.0,46,5.23,0.53,16.35,,,0.0,completed,8.7,0.0,False,False,Valentines
6475,7987,Bronze,organic,2024-05-30,8,Mexican,Houston,4.3,22,40,Song Dessert,Dessert,34.19,1,2024-02-23 16:01:20,2024-02-23 16:51:20,50.0,40,5.87,6.25,46.31,,,0.0,completed,6.4,0.0,False,False,Valentines
6666,4883,Silver,social_media,2023-07-13,170,Japanese,San Antonio,3.1,27,934,Player Beverage,Beverage,18.75,1,2024-02-23 16:48:29,2024-02-23 17:55:29,67.0,54,5.4,1.91,20.66,PROMO-ZVTI,free_delivery,5.4,completed,4.2,0.0,False,False,Valentines
3881,4434,Bronze,paid_ads,2023-10-30,39,Italian,Chicago,4.3,16,203,Put Pasta,Pasta,21.03,1,2024-02-23 19:11:44,2024-02-23 19:42:44,31.0,34,7.38,5.19,33.6,,,0.0,completed,8.7,0.0,False,False,Valentines
4105,7035,Silver,paid_ads,2023-11-26,47,Mediterranean,New York,3.9,24,243,Brother Pizza,Pizza,21.25,1,2024-02-23 20:14:23,2024-02-23 20:59:23,45.0,34,2.91,3.2,27.36,,,0.0,completed,5.4,0.0,False,False,Valentines
9581,9249,Bronze,social_media,2024-08-20,17,Indian,Houston,3.7,16,88,Early Dessert,Dessert,34.47,3,2024-02-23 20:46:13,2024-02-23 21:41:13,55.0,45,6.96,3.83,114.2,,,0.0,completed,10.3,0.0,False,False,Valentines
6288,9638,Bronze,paid_ads,2024-07-29,125,Mexican,Philadelphia,4.9,24,674,Business Dessert,Dessert,25.7,1,2024-02-23 20:51:44,2024-02-23 21:27:44,36.0,37,5.16,1.1,31.96,,,0.0,completed,-0.6,0.0,False,False,Valentines
2085,1097,Bronze,email,2023-02-23,99,Japanese,Phoenix,4.2,34,532,Point Appetizer,Appetizer,20.59,1,2024-02-23 22:50:01,2024-02-23 23:51:01,61.0,56,7.15,0.14,27.88,,,0.0,completed,6.3,0.0,False,False,Valentines
6157,1205,Silver,paid_ads,2023-09-10,123,Chinese,Houston,4.3,26,660,Treatment Burger,Burger,15.31,1,2024-02-23 23:53:06,2024-02-24 00:39:06,46.0,49,4.55,2.74,22.6,,,0.0,completed,5.3,0.0,False,False,Valentines
7404,7948,Silver,social_media,2023-12-16,132,Mexican,New York,4.5,32,713,Lawyer Pizza,Pizza,23.19,2,2024-02-24 00:25:00,2024-02-24 01:34:00,69.0,61,4.88,5.14,56.4,,,0.0,completed,4.5,0.0,True,False,Valentines
10848,7320,Bronze,paid_ads,2023-10-01,48,American,New York,4.9,21,247,Theory Pasta,Pasta,32.02,1,2024-02-24 01:33:35,2024-02-24 02:29:35,56.0,44,4.52,0.09,36.63,,,0.0,completed,10.9,0.0,True,False,Valentines
9819,3584,Bronze,organic,2024-10-26,117,Italian,Chicago,3.8,28,625,Its Beverage,Beverage,29.18,1,2024-02-24 02:39:08,2024-02-24 03:31:08,52.0,49,2.57,0.74,32.49,,,0.0,completed,7.1,0.0,True,False,Valentines
10075,7540,Bronze,referral,2024-06-21,135,American,Philadelphia,3.1,21,731,Interesting Main Course,Main Course,34.51,1,2024-02-24 06:01:03,2024-02-24 06:39:03,38.0,36,2.86,2.5,39.87,,,0.0,completed,6.4,0.0,True,False,Valentines
2472,7141,Bronze,social_media,2024-08-21,179,Italian,Los Angeles,4.6,24,985,Know Burger,Burger,20.82,1,2024-02-24 07:42:44,2024-02-24 08:18:44,36.0,38,5.1,2.21,28.13,,,0.0,completed,11.1,0.0,True,False,Valentines
8672,2039,Silver,organic,2023-12-28,92,Indian,Chicago,3.1,18,496,Upon Pizza,Pizza,19.8,1,2024-02-24 09:12:12,2024-02-24 09:56:12,44.0,32,5.19,4.65,29.64,,,0.0,completed,6.7,0.0,True,False,Valentines
5553,8180,Silver,social_media,2024-01-20,79,American,New York,4.4,28,415,Message Burger,Burger,12.58,1,2024-02-24 13:05:54,2024-02-24 13:42:54,37.0,42,4.8,1.7,17.19,PROMO-MUTE,percentage,1.89,completed,5.3,0.0,True,False,Valentines
8935,9925,Bronze,social_media,2023-05-31,177,Fast Food,Houston,4.7,10,970,Court Burger,Burger,34.51,1,2024-02-24 18:42:07,,,37,2.07,7.72,44.3,,,0.0,cancelled,7.6,0.0,True,False,Valentines
3695,5927,Bronze,referral,2024-09-21,116,Indian,San Diego,4.4,12,615,Cost Appetizer,Appetizer,14.34,1,2024-02-24 19:46:27,2024-02-24 20:25:27,39.0,31,5.02,0.9,15.24,PROMO-GFYW,free_delivery,5.02,completed,-3.3,0.0,True,False,Valentines
1216,8224,Bronze,social_media,2024-10-03,15,Mediterranean,Chicago,4.4,21,79,Sea Burger,Burger,15.68,1,2024-02-24 20:29:31,2024-02-24 21:27:31,58.0,49,2.79,1.3,19.77,,,0.0,completed,8.0,0.0,True,False,Valentines
3394,2975,Gold,paid_ads,2023-03-20,98,Indian,San Antonio,3.4,26,528,On Pizza,Pizza,28.2,1,2024-02-24 21:18:05,2024-02-24 21:56:05,38.0,41,5.39,6.21,39.8,,,0.0,completed,5.0,0.0,True,False,Valentines
1478,3569,Gold,referral,2024-01-13,195,American,Chicago,3.7,15,1083,Them Burger,Burger,10.88,3,2024-02-25 04:42:52,2024-02-25 05:27:52,45.0,38,3.72,4.01,40.37,,,0.0,completed,1.9,0.0,True,False,Valentines
6663,8207,Gold,referral,2023-04-23,131,Indian,New York,3.7,25,706,Serve Main Course,Main Course,17.09,3,2024-02-25 10:23:45,2024-02-25 11:15:45,52.0,51,7.94,7.56,56.77,PROMO-SLSJ,fixed_amount,10.0,completed,6.4,0.0,True,False,Valentines
7731,8299,Bronze,email,2024-11-30,119,Mediterranean,San Antonio,3.3,34,637,Idea Sushi,Sushi,17.71,1,2024-02-25 11:23:33,2024-02-25 12:27:33,64.0,52,4.15,2.54,24.4,,,0.0,completed,7.1,13.8,True,False,Valentines
4537,3794,Silver,referral,2024-10-26,164,Indian,Los Angeles,4.1,14,899,Occur Beverage,Beverage,11.76,1,2024-02-25 14:30:08,2024-02-25 15:06:08,36.0,34,6.91,1.9,20.57,,,0.0,completed,11.6,0.0,True,False,Valentines
9491,202,Bronze,paid_ads,2023-07-19,166,Italian,San Antonio,3.8,34,911,Safe Pasta,Pasta,32.19,1,2024-02-25 18:27:11,2024-02-25 19:26:11,59.0,51,3.46,4.74,40.39,,,0.0,completed,3.5,0.0,True,False,Valentines
6660,7957,Gold,paid_ads,2024-10-05,101,American,New York,3.1,10,544,Western Pasta,Pasta,34.6,1,2024-02-25 19:57:27,2024-02-25 20:43:27,46.0,29,3.13,6.01,43.74,,,0.0,completed,6.8,0.8,True,False,Valentines
6412,7386,Silver,referral,2023-10-28,185,Italian,Phoenix,4.5,26,1016,Discover Burger,Burger,27.89,1,2024-02-25 22:01:05,2024-02-25 22:53:05,52.0,51,3.32,1.03,28.92,PROMO-RMMQ,free_delivery,3.32,completed,7.6,0.0,True,False,Valentines
4779,6008,Silver,referral,2023-07-09,128,Italian,San Antonio,4.2,31,690,Much Pizza,Pizza,11.82,1,2024-02-26 00:16:06,2024-02-26 01:24:06,68.0,58,3.99,2.1,17.91,,,0.0,completed,7.0,0.0,False,False,Valentines
7576,1795,Silver,referral,2023-05-25,42,American,San Antonio,4.9,12,219,While Pasta,Pasta,29.16,4,2024-02-26 04:16:58,2024-02-26 05:08:58,52.0,40,7.08,4.39,128.11,,,0.0,completed,6.8,0.0,False,False,Valentines
8192,1409,Bronze,referral,2024-01-03,181,Mexican,San Diego,3.2,20,995,Door Beverage,Beverage,29.85,1,2024-02-26 04:33:34,2024-02-26 05:09:34,36.0,39,6.57,2.54,38.96,,,0.0,completed,7.0,0.0,False,False,Valentines
9940,917,Bronze,organic,2024-08-07,20,Fast Food,San Antonio,4.7,28,103,Science Main Course,Main Course,19.43,1,2024-02-26 05:01:18,,,53,4.6,4.04,28.07,,,0.0,cancelled,2.5,0.0,False,False,Valentines
8529,4432,Bronze,paid_ads,2024-08-06,162,Italian,New York,4.3,27,884,Walk Dessert,Dessert,34.39,1,2024-02-26 06:28:05,,,45,3.12,5.23,42.74,,,0.0,cancelled,8.9,0.0,False,False,Valentines
5474,7779,Bronze,organic,2023-03-22,118,Japanese,New York,3.3,29,630,Talk Sushi,Sushi,11.84,1,2024-02-26 06:33:48,2024-02-26 07:31:48,58.0,54,2.28,2.86,16.98,,,0.0,completed,9.4,0.0,False,False,Valentines
8720,9877,Silver,social_media,2023-08-08,140,Italian,Houston,3.2,21,755,Law Pizza,Pizza,8.29,1,2024-02-26 09:23:04,2024-02-26 10:23:04,60.0,41,5.7,0.52,14.51,,,0.0,completed,4.9,0.7,False,False,Valentines
4947,6347,Bronze,paid_ads,2024-04-27,1,American,San Antonio,4.3,18,7,Dog Pizza,Pizza,25.15,1,2024-02-26 09:40:52,2024-02-26 10:19:52,39.0,44,6.23,5.79,37.17,,,0.0,completed,5.6,0.0,False,False,Valentines
9380,3167,Bronze,social_media,2024-07-19,75,Mexican,New York,4.0,22,388,Economic Dessert,Dessert,27.31,1,2024-02-26 10:53:56,2024-02-26 11:39:56,46.0,40,5.63,4.38,37.32,,,0.0,completed,4.4,6.0,False,False,Valentines
8810,7345,Bronze,email,2023-07-06,153,Italian,New York,4.3,10,828,Majority Burger,Burger,27.75,3,2024-02-26 12:01:27,2024-02-26 12:30:27,29.0,28,5.0,7.68,95.93,,,0.0,completed,0.7,0.0,False,False,Valentines
2138,65,Gold,email,2024-02-24,8,Mexican,Houston,4.3,22,42,Collection Burger,Burger,29.65,1,2024-02-26 12:14:40,2024-02-26 13:11:40,57.0,47,7.83,5.83,43.31,,,0.0,completed,7.7,0.0,False,False,Valentines
5301,4649,Silver,referral,2024-01-23,18,Mediterranean,Phoenix,4.5,23,96,His Burger,Burger,30.16,1,2024-02-26 15:06:13,2024-02-26 15:52:13,46.0,50,2.14,7.2,39.5,,,0.0,completed,5.7,0.0,False,False,Valentines
8421,4320,Bronze,organic,2024-10-24,48,American,New York,4.9,21,246,Unit Beverage,Beverage,34.53,1,2024-02-26 15:08:17,2024-02-26 15:53:17,45.0,31,7.92,6.73,49.18,,,0.0,completed,8.0,0.0,False,False,Valentines
5762,3651,Gold,organic,2023-10-06,21,Japanese,Chicago,4.3,24,114,Common Dessert,Dessert,29.92,1,2024-02-26 15:55:41,2024-02-26 16:41:41,46.0,50,3.65,0.05,33.62,,,0.0,completed,7.0,0.0,False,False,Valentines
10829,6399,Bronze,social_media,2023-08-06,101,American,New York,3.1,10,544,Western Pasta,Pasta,34.6,2,2024-02-26 19:53:34,2024-02-26 20:19:34,26.0,22,4.29,0.18,73.67,,,0.0,completed,3.2,0.0,False,False,Valentines
2768,2016,Bronze,referral,2024-07-03,65,American,Chicago,4.8,28,330,Material Pasta,Pasta,13.89,1,2024-02-26 20:41:35,,,38,6.51,0.44,20.84,,,0.0,cancelled,5.1,0.0,False,False,Valentines
7660,9514,Bronze,organic,2024-12-14,52,Japanese,New York,3.8,26,272,Evidence Appetizer,Appetizer,11.45,1,2024-02-26 20:59:49,2024-02-26 21:50:49,51.0,39,3.35,2.44,17.24,,,0.0,completed,7.0,0.0,False,False,Valentines
4266,4025,Bronze,referral,2024-11-06,50,Japanese,Chicago,4.7,19,261,Authority Sushi,Sushi,28.13,1,2024-02-26 21:27:13,2024-02-26 22:24:13,57.0,44,6.25,5.28,39.66,,,0.0,completed,1.9,0.0,False,False,Valentines
7252,6315,Bronze,social_media,2023-09-29,133,Italian,Houston,3.0,34,717,Give Dessert,Dessert,8.65,1,2024-02-26 21:51:45,2024-02-26 22:56:45,65.0,63,3.99,1.38,14.02,,,0.0,completed,10.6,0.0,False,False,Valentines
8099,8805,Bronze,email,2024-02-19,51,American,Philadelphia,3.6,21,264,Space Burger,Burger,7.71,2,2024-02-27 00:32:40,2024-02-27 01:10:40,38.0,32,7.63,2.68,25.73,,,0.0,completed,7.3,0.0,False,False,Valentines
3422,8844,Bronze,email,2024-10-13,149,Italian,San Diego,3.7,13,801,Various Appetizer,Appetizer,27.44,1,2024-02-27 00:48:34,2024-02-27 01:23:34,35.0,27,3.02,4.25,31.69,PROMO-YKIE,free_delivery,3.02,completed,3.7,0.0,False,False,Valentines
10315,1388,Silver,paid_ads,2023-07-21,62,American,Philadelphia,5.0,14,318,Economy Main Course,Main Course,10.56,1,2024-02-27 05:33:05,2024-02-27 06:11:05,38.0,32,7.58,0.92,19.06,,,0.0,completed,4.1,0.0,False,False,Valentines
7661,5180,Bronze,organic,2024-06-21,30,Indian,Phoenix,4.3,13,160,Skin Pasta,Pasta,22.59,3,2024-02-27 06:43:12,2024-02-27 07:38:12,55.0,41,6.74,12.21,79.94,PROMO-VFSF,percentage,6.78,completed,4.7,0.0,False,False,Valentines
10069,6599,Bronze,email,2023-12-18,89,Indian,New York,3.6,27,477,Lot Pasta,Pasta,33.06,1,2024-02-27 10:37:18,2024-02-27 11:19:18,42.0,38,3.01,7.73,43.8,,,0.0,completed,5.7,0.0,False,False,Valentines
5879,6480,Silver,organic,2024-02-18,120,Mexican,Philadelphia,3.5,27,641,Many Main Course,Main Course,12.06,1,2024-02-27 13:57:08,2024-02-27 14:46:08,49.0,38,4.32,2.26,18.64,,,0.0,completed,3.9,0.0,False,False,Valentines
11000,4764,Bronze,organic,2024-03-31,158,Chinese,San Diego,4.2,22,859,Six Main Course,Main Course,19.43,1,2024-02-27 16:18:59,2024-02-27 17:08:59,50.0,42,2.62,4.21,26.26,,,0.0,completed,7.1,0.0,False,False,Valentines
2436,4110,Silver,paid_ads,2023-11-19,28,Chinese,Philadelphia,3.8,29,148,Usually Dessert,Dessert,8.82,3,2024-02-27 17:49:17,2024-02-27 18:46:17,57.0,50,5.59,1.57,23.62,PROMO-VIHN,fixed_amount,10.0,completed,6.5,0.0,False,False,Valentines
1119,5536,Bronze,social_media,2023-04-10,199,Mexican,San Diego,4.5,15,1102,Side Sushi,Sushi,31.47,1,2024-02-27 19:18:41,,,35,7.75,2.75,37.25,PROMO-OEQO,percentage,4.72,cancelled,9.6,18.6,False,False,Valentines
8944,3129,Bronze,email,2024-12-17,178,Fast Food,New York,3.0,27,975,Development Beverage,Beverage,23.46,1,2024-02-27 22:10:48,2024-02-27 23:09:48,59.0,52,2.47,2.98,28.91,,,0.0,completed,1.6,0.0,False,False,Valentines
7712,4867,Bronze,referral,2023-12-07,10,Chinese,Phoenix,3.3,26,52,Best Dessert,Dessert,5.08,1,2024-02-28 04:33:06,2024-02-28 05:23:06,50.0,43,3.54,0.6,9.22,,,0.0,completed,9.0,0.0,False,False,Valentines
10512,5086,Bronze,paid_ads,2024-09-27,50,Japanese,Chicago,4.7,19,258,Sign Dessert,Dessert,24.95,2,2024-02-28 05:02:47,2024-02-28 05:43:47,41.0,45,6.52,5.81,52.25,PROMO-RRSM,percentage,9.98,completed,9.3,0.0,False,False,Valentines
2321,538,Bronze,email,2024-09-08,186,Mexican,San Diego,4.6,22,1020,Speak Sushi,Sushi,24.95,2,2024-02-28 05:37:14,2024-02-28 06:18:14,41.0,44,4.74,7.99,62.63,,,0.0,completed,12.8,0.0,False,False,Valentines
8055,7930,Bronze,referral,2023-05-13,48,American,New York,4.9,21,248,Surface Pasta,Pasta,13.17,1,2024-02-28 06:11:10,2024-02-28 06:46:10,35.0,33,4.02,2.82,20.01,,,0.0,completed,11.2,0.0,False,False,Valentines
7130,5032,Bronze,social_media,2023-10-28,56,Indian,Chicago,4.1,22,288,Rate Main Course,Main Course,20.64,3,2024-02-28 07:30:48,2024-02-28 08:27:48,57.0,51,5.6,13.73,81.25,,,0.0,completed,4.6,0.0,False,False,Valentines
